brand,model,screen_size,color,harddisk,cpu,ram,OS,special_features,graphics,graphics_coprocessor,cpu_speed,rating,Price,Sale Product Count,Total Sales,Available Stock
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $389.99 ,13,5069.87,321
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $899.99 ,16,14399.84,104
HP,HP EliteBook,14 Inches,Silver,,1.2GHz Cortex A8 Processor,1 GB,Windows 10,,Integrated,Intel Iris,,," $1,819.99 ",49,89179.51,330
Dell,Alienware X14 Laptop,14 Inches,Lunar Light,1000 GB,Core i7,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,, $229.99 ,39,8969.61,181
Lenovo,,15.6 Inches,Gray,512 GB,Core i7,16 GB,Windows 10,Fingerprint Reader,Dedicated,NVIDIA GeForce GTX 1650,,3.8," $2,370.07 ",36,85322.52,252
Dell,Dell-7855-G7-512SSD,15.6 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce GTX 1060,,5, $955.99 ,54,51623.46,271
Lenovo,Lenovo 17.3 L,17.3 Inches,Platinum Grey,128 GB,Ryzen 3 1300X,8 GB,Windows 10,"Anti-glare,Dolby",Integrated,,,4.7, $499.99 ,60,29999.4,352
ASUS,ASUS Rog Zephyrus,15.6 Inches,Black,1 TB,Corei7-10875H,16 GB,Windows 10 Pro,,RTX 2070 Super,NVIDIA GeForce RTX 2070 Max-Q,,3.5," $2,319.00 ",28,64932,410
Dell,Dell Inspiron 16 5625,16 Inches,Silver,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,AMD Radeon Graphics,,," $3,999.99 ",27,107999.73,315
Dell,Dell Precision 5520 Mobile Workstation,15.6 Inches,,,,16 GB,Windows 10 Pro,,Dedicated,Intel HD Graphics 630,2.9 GHz,2, $677.99 ,37,25085.63,437
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $1,599.00 ",28,44772,206
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $389.99 ,55,21449.45,223
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $419.00 ,53,22207,199
dell,,15.6 Inches,,1 TB,Core i5,8 GB,Windows 10,,Integrated,Intel HD Graphics 620,,4," $1,730.95 ",16,27695.2,406
Dell,Alienware X17 R2 Laptop,17.3 Inches,Lunar Light,1000 GB,Core i9,64 GB,Windows 11 Pro,,Dedicated,NVIDIA GeForce RTX 3080 Ti,,," $4,143.99 ",18,74591.82,465
Dell,Alienware m15 R3 Laptop,15.6 Inches,Dark Side of the Moon,512 GB,Core i7,16 GB,Windows 10 Home,Wifi & Bluetooth,Nvidia GeForce RTX 2070 Super,,,, $316.99 ,24,7607.76,442
ASUS,ZenBook 14,14 Inches,,512 GB,Intel Core i5,8 GB,Windows 10 Home,,Integrated,Intel UHD Graphics,4.2 GHz,4.3, $459.99 ,38,17479.62,303
HP,ZBook Fury G8,17.3 Inches,,1 TB,Core i9,64 GB,Windows 11 Pro,Anti-glare Screen,"RTX A5000,UHD Graphics",NVIDIA Intel RTX A5000 UHD Graphics,,, $797.99 ,22,17555.78,262
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $900.89 ,26,23423.14,276
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $981.99 ,36,35351.64,361
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $639.99 ,13,8319.87,171
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $639.99 ,42,26879.58,455
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $1,599.00 ",33,52767,346
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $287.99 ,27,7775.73,129
Lenovo,,14 Inches,,1 TB,,16 GB,Windows 11 Pro,,Integrated,,3.4 GHz,," $4,999.00 ",22,109978,480
Lenovo,Lenovo Ideapad,15.6 Inches,,512 MB,AMD Ryzen 7,8 GB,Windows 10,Anti-glare,Integrated,,2 GHz,3.9," $1,999.99 ",51,101999.49,413
Dell,Latitude 7320 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,, $899.99 ,30,26999.7,114
Lenovo,ThinkPad T14 G1,14 Inches,Black,,Core i7,16 GB,Windows 10 Pro,,Integrated,,1.8,3.5, $595.99 ,60,35759.4,89
Lenovo,Lenovo ThinkPad P1 Gen 5,16 Inches,,512 GB,Core i7,16 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel Iris Xe Graphics,,," $1,699.00 ",15,25485,263
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,648.99 ",22,58277.78,462
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $899.99 ,50,44999.5,403
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4," $1,699.00 ",34,57766,205
Dell,AWm17-7296WHT-PUS,17.3 Inches,lunar light,1 TB,Corei7-10750H,16 GB,Windows 10 Home,,Dedicated,NVIDIA RTX 2070,,4.4, $589.99 ,32,18879.68,495
acer,CB315-1HT,15.6 Inches,Platinum Grey,32 GB,Celeron N3350,4 GB,Chrome OS,,Integrated,Intel HD Grpahics 500,,3.9, $729.00 ,28,20412,483
Dell,Dell Latitude 5520,15.6 Inches,Silver,1 TB,Core i5,32 GB,Windows 10 Pro,,Dedicated,Intel Iris Xe Graphics,,4, $689.99 ,40,27599.6,358
ASUS,ROG Strix Scar 15,15.6 Inches,Black,1 TB,Ryzen 9,32 GB,Windows 10 Pro,,GeForce RTX 3080,NVIDIA GeForce RTX 3080,,4.1," $1,178.00 ",38,44764,436
Dell,Inspiron 5625 Laptop,16 Inches,"Grey, Gray, Platinum Silver",1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,AMD Integrated Graphics,,," $1,847.31 ",58,107143.98,491
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",35,55965,394
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $219.00 ,34,7446,255
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $389.99 ,17,6629.83,435
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $239.00 ,50,11950,125
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $696.99 ,64,44607.36,485
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $459.99 ,61,28059.39,196
lenovo,80mk0010us,13.3 Inches,,256 GB,,8 GB,Windows 10 Home 64,,Integrated,Intel HD Graphics 520,2.5 GHz,3.3," $2,076.40 ",19,39451.6,178
Dell,Dell XPS,15.6 Inches,,1 TB,,32 GB,Windows 10 Pro,,Dedicated,NVIDIA GeForce GTX 1650 Ti,2 GHz,3.6," $1,768.99 ",29,51300.71,371
Dell,Inspiron 3515,15.6 Inches,,512 GB,AMD R Series,8 GB,Windows 10 Home,,Integrated,AMD Radeon Graphics,2.1 GHz,5, $389.99 ,25,9749.75,284
Dell,Latitude 7520 Laptop,15.6 Inches,Black,512 GB,Core i5,16 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,," $2,104.92 ",46,96826.32,411
DELL,Dell XPS,13.3 Inches,Rose Gold,,,8 GB,Windows 10 Home,,Integrated,Intel HD Graphics 620,,4, $399.00 ,29,11571,128
Lenovo,ThinkPad L14 Gen 3,14 Inches,,256 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,UHD Graphics,Intel UHD Graphics,,," $1,599.00 ",24,38376,395
Dell,Latitude 7430 Laptop,14 Inches,Aluminum,1000 GB,Core i7,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $542.95 ,43,23346.85,328
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $699.99 ,12,8399.88,251
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $911.02 ,19,17309.38,279
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $349.00 ,20,6980,157
Dell,Latitude 5520 Laptop,15.6 Inches,Black,2000 GB,Core i5,32 GB,Windows 11 Pro,Wifi & Bluetooth,Integrated,,,, $649.49 ,47,30526.03,439
Lenovo,Thinkpad P52,15.6 Inches,Black,1 TB,Core i7,64 GB,Windows 10 Pro,"Anti-glare,Stereo Speakers",Dedicated,,,, $589.99 ,18,10619.82,94
Dell,Inspiron 5625 Laptop,16 Inches,"Grey, Gray, Platinum Silver",512 GB,AMD Ryzen 7,32 GB,Windows 11 Pro,,Integrated,AMD Integrated Graphics,,," $1,699.00 ",18,30582,352
Dell,Latitude 3000,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 10 Pro,Anti-glare Screen,Iris Xe Graphics,,,, $899.99 ,64,57599.36,362
Dell,Latitude 7330 Laptop,13.3 Inches,Carbon Fiber,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,599.00 ",63,100737,106
HP,,15.6 Inches,,,,32 GB,Windows 10 Pro,,Integrated,,,4.5, $639.99 ,51,32639.49,456
Dell,Dell XPS,13.3 Inches,,,8032,16 GB,Windows 10 Pro,,Integrated,,,5," $1,699.00 ",21,35679,139
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,000.99 ",49,49048.51,393
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $389.99 ,51,19889.49,485
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $2,815.30 ",48,135134.4,318
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,499.99 ",17,25499.83,81
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,199.99 ",31,68199.69,193
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $589.99 ,37,21829.63,362
ROKC,,14 Inches,Gray,512 GB,Intel Core i3,12 GB,Windows 11,,Integrated,Intel,1.7 GHz,, $218.86 ,57,12475.02,393
HP,Elite Dragonfly,13.3 Inches,Blue,,Intel Core i5,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics 620,1.6 GHz,4.3," $1,637.24 ",32,52391.68,193
Dell,Latitude 5520,15.6 Inches,,256 GB,Core i5,16 GB,Windows 11 Pro,Backlit Kyb,Integrated,Intel Iris Xe Graphics,,," $1,827.69 ",37,67624.53,272
MSI,Summit E14Evo A12M-025,14 Inches,Ink Black,512 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,Intel Iris Xe Graphics,,," $1,399.99 ",50,69999.5,485
MSI,GP66 Leopard,15.6 Inches,,1 TB,Core i7,32 GB,Windows 10 Home,,Dedicated,NVIDIA GeForce RTX 3070,2.3 GHz,," $1,887.38 ",26,49071.88,472
Dell,Latitude 5520 Laptop,15.6 Inches,Black,512 GB,Core i5,32 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $639.99 ,54,34559.46,454
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $940.47 ,23,21630.81,454
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $2,388.42 ",17,40603.14,160
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $999.99 ,42,41999.58,172
Dell,Alienware m17 Ryzen Edition R5 Laptop,17.3 Inches,Dark Side of the Moon,1000 GB,AMD Ryzen 7,32 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 3080,,, $899.99 ,20,17999.8,236
Dell,Latitude 5430 Laptop,14 Inches,Black,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,," $1,594.95 ",16,25519.2,423
Lenovo,,14 Inches,,256 GB,,8 GB,Windows 10 Pro,,Integrated,,,, $389.99 ,49,19109.51,453
hp,,14 Inches,,,,4 GB,Windows 10 Home,Anti-glare,,,3.7 GHz,3.5, $389.99 ,26,10139.74,453
Dell,Dell Latitude,13.3 Inches,,,8032,8 GB,Windows 10,,,,,3.2, $899.99 ,52,46799.48,292
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,047.29 ",44,46080.76,181
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $389.99 ,49,19109.51,331
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,, $900.90 ,54,48648.6,108
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $589.00 ,41,24149,281
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $589.99 ,47,27729.53,470
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $389.99 ,64,24959.36,143
Dell,Latitude 5320 Laptop,13.3 Inches,Black,512 GB,Core i7,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,," $1,599.00 ",49,78351,239
Dell,,15.6 Inches,,1 TB,Intel Core i5,32 GB,Windows 11 Home,Anti-glare,Integrated,Intel UHD Graphics,4.2 GHz,," $1,161.11 ",15,17416.65,183
Dell,LATITUDE 5580,15.6 Inches,Black,256 GB,Core i7,8 GB,Windows 10 Pro 64 Bit-Multi-Language Support English/French/Spanish.,,Integrated,Integrated Graphics,,, $999.99 ,39,38999.61,455
Apple,,16.2 Inches,,4 TB,Apple M2 Max,64 GB,macOS 10.14 Mojave,Backlit Keyboard,Integrated,,3.6 GHz,, $849.00 ,12,10188,459
Dell,Precision 7760 Laptop,17.3 Inches,Silver,512 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia RTX A3000,,,, $840.99 ,52,43731.48,265
Lenovo,Lenovo Thinkpad,11.6 Inches,,,Celeron,4 GB,Windows,,Dedicated,,1 GHz,, $459.99 ,12,5519.88,312
DELL,Dell XPS 15 9520,15.6 Inches,Platinum Silver,1 TB,Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3050 Ti,,, $294.29 ,56,16480.24,328
Dell,Dell Precision 7770 Laptop,17 Inches,Silver,2 TB,Intel Core i7,64 GB,Windows 11 Pro,,Dedicated,"NVIDIA ® RTX™ A4500, 16 GB GDDR6",,, $917.24 ,49,44944.76,466
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $639.99 ,50,31999.5,159
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7, $159.99 ,44,7039.56,191
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $399.00 ,64,25536,270
HP,HP Pavilion,15.6 Inches,,1 TB,Core i5,6 GB,Windows 10,Backlit Keyboard,Integrated,Intel HD Graphics 520,,3.3, $925.99 ,36,33335.64,218
HP,EliteBook 645 G9,15.6 Inches,,512 GB,Ryzen 5,16 GB,Windows 10 Pro,Anti-glare Screen,Radeon Graphics,AMD Radeon Graphics,,, $589.99 ,56,33039.44,454
Dell,Latitude 7330,13 Inches,,512 GB,Intel Core i7,16 GB,Windows 11 Pro,Anti-glare,Integrated,,4.8 GHz,," $1,699.00 ",31,52669,434
Dell,Latitude 5330,13.3 Inches,,512 GB,Core i7 Family,16 GB,Windows 11 Pro,Anti-glare,Integrated,Intel Iris Xe Graphics,,5," $1,599.00 ",41,65559,369
Dell,Latitude 5531,15.6 Inches,,1 TB,Core i7,64 GB,Windows 11 Pro,Anti Gla,Integrated,,4.8 GHz,, $389.99 ,14,5459.86,371
Dell,Latitude Rugged 5424 Laptop,14 Inches,Black,1000 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,AMD RADEON RX 540,,,," $1,194.99 ",42,50189.58,180
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i7,16 GB,Windows 11 Pro,,Integrated,NVIDIA GeForce RTX 4060,,," $1,132.87 ",41,46447.67,400
Dell,Inspiron,14 Inches,,2 TB,Intel Core i7,64 GB,Windows 11 Pro,"Anti-glare,Backlit Keyboard",Integrated,Intel Iris Xe Graphics,,," $1,318.68 ",39,51428.52,486
HP,,14 Inches,,,Core i7,16 GB,Windows 10,,Integrated,Intel UPC,,, $999.99 ,36,35999.64,86
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,599.00 ",60,95940,222
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,," $2,500.00 ",35,87500,236
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $2,198.99 ",41,90158.59,229
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $3,319.99 ",18,59759.82,271
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $389.99 ,58,22619.42,476
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $925.00 ,55,50875,476
Lenovo,Lenovo Thinkpad,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,,3 GHz,," $2,815.30 ",24,67567.2,283
Dell,Precision 5000,17 Inches,,512 GB,Core i7,16 GB,Windows 11,Anti-glare Screen,RTX A2000,NVIDIA RTX A2000,,," $2,216.99 ",17,37688.83,476
HP,ZBook Firefly 16 G9,16 Inches,,1 TB,Core i7,32 GB,Windows 11 Pro,Anti-glare Screen,"T500,Iris Xe Graphics",NVIDIA Intel T500 Iris Xe Graphics,,, $589.99 ,21,12389.79,491
Dell,Latitude,15.6 Inches,,512 GB,Core i5,8 GB,Windows 10 Pro,,Integrated,Intel Iris Xe Graphics,,5," $1,001.18 ",39,39046.02,185
Dell,G16 7620 Laptop,16 Inches,Black,1000 GB,Core i9,16 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3060,,, $589.99 ,45,26549.55,227
HP,1FX81UT#ABA,11.6 Inches,Information not Available,,8032,2 GB,Unknown,Alcohol-Free,Integrated,Intel HD Graphics 400,,4.2, $589.99 ,30,17699.7,488
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5, $244.97 ,17,4164.49,464
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,599.00 ",15,23985,494
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $899.99 ,56,50399.44,216
Dell,Dell XPS,15.6 Inches,,1 TB,Intel Core M-5Y10 Processor,32 GB,Windows 10,Fingerprint,Dedicated,NVIDIA,,5," $4,143.99 ",19,78735.81,446
HP,2K2Z1US#ABA,15.6 Inches,Silver,1 TB,Intel Core i7,64 GB,Windows 10 Pro,HD Audio,Integrated,,,5," $1,299.00 ",38,49362,108
Dell,Alienware m18 Laptop,18 Inches,Black,1000 GB,Core i7,32 GB,Windows 11 Home,,Integrated,NVIDIA GeForce RTX 4060,,, $999.99 ,49,48999.51,301
HP,HP EliteBook,13.3 Inches,,256 GB,Core i7,16 GB,,,Integrated,Intel UHD Graphics Premium,1.1 GHz,, $972.45 ,30,29173.5,188
Dell,Latitude 7320 Detachable 2-in-1,13 Inches,Black,256 GB,Core i7,16 GB,Windows 11 Home,Wifi & Bluetooth,Integrated,,,," $1,811.99 ",47,85163.53,170
HP,EliteBook,15.6 Inches,Silver,,8032,8 GB,Windows 10 Pro,,Dedicated,,,," $1,209.00 ",49,59241,338
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5," $1,999.00 ",65,129935,359
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $769.99 ,43,33109.57,394
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $3,239.89 ",53,171714.17,127
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5," $1,599.00 ",53,84747,369
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1, $469.99 ,52,24439.48,172
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $739.99 ,37,27379.63,276
Dell,Precision 7770 Laptop,17.3 Inches,Silver,256 GB,Core i5,16 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $599.99 ,51,30599.49,183
MSI,Prestige 15 A11SC-034,15.6 Inches,Carbon Gray,,Core i7,16 GB,Win 10 Multi-language /Free upgrade to Win 11,Ergonomic,Dedicated,NVIDIA GeForce GTX 1650,,, $888.99 ,21,18668.79,371
Dell,Latitude Rugged 5430 Laptop,14 Inches,Black,1000 GB,Core i7,64 GB,Windows 11 Pro,,Integrated,NVIDIA Quadro T500 2GB,,, $899.99 ,26,23399.74,467
Dell,Vostro 3510,15.6 Inches,Carbon Black,512 GB,Core i5,16 GB,Windows 10 Pro,Anti-glare,Integrated,,,5," $1,699.00 ",28,47572,141
ASUS,UX461UN-DS74T,14 Inches,Slate Grey,512 GB,Intel Core i7,16 GB,Windows 10 Home,"Nano-edge Bezel,Stylus Pen",Dedicated,,,3.5," $1,887.38 ",41,77382.58,433
Dell,,17.3 Inches,,1 TB,Intel Core i9,32 GB,Windows 11 Pro,Anti-glare,Dedicated,NVIDIA GeForce RTX A4500,5 GHz,, $999.99 ,26,25999.74,80
ROKC,,15.6 Inches,Blue,1152 GB,Pentium,20 GB,Windows 11,,Integrated,Intel,1.1 GHz,5," $2,399.00 ",15,35985,194
HP,,14 Inches,Rose Gold,64 GB,Celeron N4000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.7," $1,699.00 ",41,69659,184
HP,,15.6 Inches,Black,1000 GB,Pentium N5000,16 GB,Windows 11,,Integrated,Intel,1.1 GHz,4.4, $499.00 ,48,23952,425
Lenovo,ThinkPad E14 Gen 4,14 Inches,,256 GB,Core i5,8 GB,Windows 11 Pro,Anti-glare Screen,Iris Xe Graphics,Intel Iris Xe Graphics,,," $1,699.00 ",38,64562,138
Dell,Latitude Rugged Extreme 7220 Laptop,11.6 Inches,Black,256 GB,Core i5,16 GB,Windows 10 Pro,Wifi & Bluetooth,Integrated,,,," $2,499.99 ",47,117499.53,481
Lenovo,Lenovo Thinkpad,13.3 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,,Integrated,Intel UHD Graphics,1.8 GHz,, $389.99 ,63,24569.37,322
Dell,Latitude 5330 Laptop,13.3 Inches,Black,256 GB,Core i5,8 GB,Windows 11 Pro,,Integrated,Intel Integrated Graphics,,, $307.98 ,13,4003.74,375
Dell,Inspiron 7420 2-in-1,14 Inches,"Grey, Platinum Silver",512 GB,Core i7,16 GB,Windows 11 Home,,Integrated,Intel Integrated Graphics,,," $1,279.00 ",46,58834,493
Dell,Precision 5000,14 Inches,,512 GB,Core i7,16 GB,Windows 10 Pro,"InfinityEdge, Anti-glare Screen",RTX A1000,NVIDIA RTX A1000,,, $849.95 ,42,35697.9,372
HP,HP ENVY Laptop 13-aq0005nr,13.3 Inches,,256 GB,Intel Core i7,8 GB,Windows 10 Home,Fingerprint Reader,Integrated,Intel UHD Graphics 620,,4.1, $528.18 ,30,15845.4,180
Dell,Precision 7750 Laptop,17.3 Inches,Silver,1000 GB,Core i7,32 GB,Windows 10 Pro,Wifi & Bluetooth,Nvidia Quadro RTX 3000,,,," $1,493.99 ",39,58265.61,287
HP,,15.6 Inches,Silver,1000 GB,Intel Core i5,64 GB,Windows 11 Pro,Backlit Keyboard,Integrated,Intel,,4.5, $899.99 ,33,29699.67,117
ROKC,Ideapad 3,15.6 Inches,Gray,1000 GB,Intel Core i5,20 GB,Windows 11,,Integrated,Intel,,, $682.00 ,27,18414,360
DELL,Inspiron,16 Inches,Silver,1000 GB,Intel Core i5,32 GB,Windows 11,,Integrated,Intel,,," $1,009.00 ",53,53477,493
MSI,Vector GP66 12UGS-267,15.66 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,,1.8 GHz,5, $931.30 ,54,50290.2,169
MSI,Stealth GS66 12UGS-025,15.6 Inches,Core Black,,Intel Core i9,32 GB,Windows 11 Home,,Dedicated,NVIDIA GeForce RTX 3070,1.8 GHz,1," $2,686.99 ",13,34930.87,120
ROKC,,14 Inches,Blue,1000 GB,Intel Core i7,8 GB,Windows 11,,Integrated,Intel,1.2 GHz,, $459.99 ,30,13799.7,275
Dell,Precision 3000,,Black,,Core i7,16 GB,Windows 10 Pro,Microphone,,,,, $89.99 ,49,4409.51,421
Dell,Inspiron 3511,15.6 Inches,,1 TB,Core i5,64 GB,Windows 11 Pro,,Integrated,Intel UHD Graphics,1 GHz,," $1,349.49 ",56,75571.44,487
